emotion_class,cleaned_text
Joy,စိန် ခေါ် မှု ရှိ တဲ့ လေ့ ကျင့် ခန်း တစ် ခု ခု ပဲ ပြီး သွား ပြီ ။
Joy,အ လုပ် မှာ အ ရေး ပါ တဲ့ မှတ် တိုင် တစ် ခု ကို အောင် ပွဲ ခံ နေ ပါ တယ် ! 🎉
Joy,သူ ငယ် ချင်း တွေ နဲ့ တ နင်္ ဂ နွေ နေ့ လည် စာ ။
Joy,ကိုယ် ပိုင် တိုး တက် မှု အ တွက် ဘာ သာ စ ကား အ သစ် တစ် ခု လေ့ လာ နေ ပါ တယ် ။
Joy,စာ အုပ် ကောင်း တစ် အုပ် နဲ့ တိတ် ဆိတ် ငြိမ် သက် တဲ့ ည နေ ခင်း ။
Joy,စိတ် ကျန်း မာ ရေး ရဲ့ အ ရေး ပါ ပုံ ကို ပြန် လည် သုံး သပ် နေ ပါ တယ် ။
Joy,ပန်း ချီ ကား အ သစ် တစ် ခု ရေး ဆွဲ နေ ဆဲ ! 🎨
Joy,ရှု ခင်း လှ တဲ့ နေ ရာ တွေ ကို စူး စမ်း ဖို့ စ နေ ၊ တ နင်္ ဂ နွေ ကား နဲ့ ခ ရီး ထွက် ခြင်း ။
Joy,လက် ဖက် ရည် တစ် ခွက် သောက် ရင်း နေ ဝင် ချိန် ကို ကြည့် ရှု ခံ စား နေ ပါ တယ် ။
Joy,စိတ် အား ထက် သန် စွာ နဲ့ ပ ရော ဂျက် အ သစ် တစ် ခု ကို coding ရေး နေ ပါ တယ် ။
Joy,Workshop တစ် ခု တက် ရောက် ပြီး နောက် စိတ် အား တက် ကြွ မှု ခံ စား ရ ပါ တယ် ။
Joy,ဒေ သ ခံ ပန်း ခြံ မှာ ဆောင်း ရာ သီ အား က စား နေ့ ။
Joy,ဒီ စ နေ ၊ တ နင်္ ဂ နွေ မိ သား စု နဲ့ အ တူ အ ရည် အ သွေး ရှိ တဲ့ အ ချိန် ဖြတ် သန်း ခြင်း ။
Joy,ဒီ ည တိုက် ရိုက် ဂီ တ ဖျော် ဖြေ ပွဲ တစ် ခု တက် ရောက် မှာ ပါ ။
Joy,တ ရား ထိုင် ခြင်း နဲ့ အ တူ သ တိ ပဋ် ဌာန် ကျင့် ကြံ နေ ပါ တယ် ။
Joy,အ ချို ပွဲ ချက် နည်း အ သစ် တစ် ခု စမ်း သပ် လုပ် ကိုင် နေ ပါ တယ် ။
Joy,လာ မယ့် ဂိမ်း ပြိုင် ပွဲ အ တွက် စိတ် လှုပ် ရှား နေ ပါ တယ် ။
Joy,ဒီ ည သူ ငယ် ချင်း တစ် ယောက် ရဲ့ မွေး နေ့ ကို ဂုဏ် ပြု ကျင်း ပ နေ ပါ တယ် ! 🎂
Joy,အ ကျိုး ရှိ တဲ့ နေ့ တစ် နေ့ ပြီး နောက် အောင် မြင် မှု ခံ စား ရ ပါ တယ် ။
Joy,ရုပ် ရှင် ကောင်း တစ် ကား နဲ့ နွေး ထွေး တဲ့ ည နေ ခင်း ။
Joy,ဒီ စ နေ ၊ တ နင်္ ဂ နွေ ဒေ သ ခံ အ နု ပ ညာ ပြ ခန်း တွေ ကို စူး စမ်း ရှာ ဖွေ နေ ပါ တယ် ။
Joy,ကျွန် တော့် အ ကြိုက် ဆုံး စာ ရေး ဆ ရာ ဆီ က စာ အုပ် အ သစ် ထွက် ရှိ ခြင်း !
Joy,Virtual reality တွေ့ ဆုံ ပွဲ တစ် ခု တက် ရောက် နေ ပါ တယ် ။
Joy,သ ဘာ ဝ တ ရား ရဲ့ အ လှ တ ရား ကို ပြန် လည် သုံး သပ် နေ ပါ တယ် ။
Joy,ချစ် ခင် ရ သူ တွေ အ တွက် အ ထူး ည စာ တစ် နပ် ချက် ပြုတ် နေ ပါ တယ် ။
Joy,လာ မယ့် အ ပတ် အ တွက် အ ကောင်း မြင် စိတ် ခံ စား ရ ပါ တယ် ။
Joy,မ နက် ဖြန် ကျန်း မာ ရေး စိန် ခေါ် မှု အ သစ် တစ် ခု စ တင် တော့ မယ် ! 💪
Joy,ရှု ခင်း သာ ယာ တဲ့ လမ်း တွေ တစ် လျှောက် တ နင်္ ဂ နွေ နေ့ စက် ဘီး စီး ခြင်း ။
Anger,ကျွန် တော် တို့ လူ့ အ ဖွဲ့ အ စည်း မှာ ဖြစ် ပျက် နေ တဲ့ မ တ ရား မှု တွေ ကို မ ယုံ နိုင် ဘူး ။
Fear,သည်း ထိတ် ရင် ဖို ရုပ် ရှင် တစ် ကား ကြည့် ပြီး နောက် ကြောက် ရွံ့ မှု ခံ စား ရ ပါ တယ် ။
Sadness,သ ဘာ ဝ ဘေး အန် တ ရာယ် သ တင်း ကြား ပြီး နောက် ရင် ကွဲ ပက် လက် ဖြစ် ရ ပါ တယ် ။
Anger,ကမ် ဘာ့ ပတ် ဝန်း ကျင် အ ခြေ အ နေ က တ ကယ် ကို စက် ဆုပ် စ ရာ ကောင်း တယ် ။
Joy,စစ် မှန် တဲ့ ပျော် ရွှင် မှု - ချစ် ခင် ရ သူ တစ် ယောက် ရဲ့ အောင် မြင် မှု ကို ဂုဏ် ပြု ခြင်း !
Joy,ရယ် မော ခြင်း က အ ကောင်း ဆုံး ဆေး ပါ ပဲ — ဟာ သ ပြ ပွဲ တစ် ခု ကို ကြည့် ရှု ခံ စား နေ ပါ တယ် ။
Love,လူ တိုင်း နဲ့ အ တူ အ ချစ် နဲ့ အ ကောင်း မြင် စိတ် ဓာတ် တွေ ကို မျှ ဝေ နေ ပါ တယ် ! ❤️
Joy,ရယ် စ ရာ ကောင်း တဲ့ အ ဖြစ် အ ပျက် တစ် ခု က ကျွန် တော့် ရဲ့ နေ့ ကို ပျော် ရွှင် စေ ခဲ့ တယ် ။
Joy,စာ အုပ် တစ် အုပ် နဲ့ လက် ဖက် ရည် သောက် ရင်း တိတ် ဆိတ် ငြိမ် သက် တဲ့ ည နေ ခင်း ကို ခံ စား နေ ပါ တယ် ။
Love,ငြိမ်း ချမ်း တဲ့ တောင် တက် ခ ရီး တစ် ခု အ တွင်း သ ဘာ ဝ တ ရား ရဲ့ အ လှ ကို တန် ဖိုး ထား လေး စား နေ ပါ တယ် ။
Love,ကျွန် တော့် follower အား လုံး ဆီ သို့ ချစ် ခင် ကြင် နာ တဲ့ ခံ စား ချက် တွေ ပို့ သ လိုက် ပါ တယ် ။
Surprise,ရင် သပ် ရှု မော ဖွယ် နေ ဝင် ချိန် ကို အံ့ သြ တ ကြီး ခံ စား နေ ရ ပါ တယ် ။
Sadness,ဒေ သ ခံ စား သောက် ဆိုင် တစ် ခု က ဝန် ဆောင် မှု ကို စိတ် ပျက် မိ ပါ တယ် ။
Surprise,သူ ငယ် ချင်း တစ် ယောက် ဆီ က အံ့ အား သင့် ဖွယ် လက် ဆောင် တစ် ခု က ကျွန် တော့် ရဲ့ နေ့ ကို ပျော် ရွှင် စေ ခဲ့ တယ် ။
Joy,ဘ ဝ ရဲ့ စိန် ခေါ် မှု တွေ ကြား ထဲ မှာ လက် ခံ မှု ကို ရှာ ဖွေ တွေ့ ရှိ ခြင်း ။
Love,ကျွန် တော့် ရဲ့ ချစ် စ ရာ ကောင်း တဲ့ အိမ် မွေး တိ ရစ် ဆာန် လေး အ တွက် အ လွန် အ မင်း ချစ် ခင် မြတ် နိုး မှု တွေ ပြည့် လျှံ နေ ပါ တယ် ! 🐾
Joy,လာ မယ့် ရက် သတ် တ ပတ် တွေ အ တွင်း စိတ် လှုပ် ရှား စ ရာ ကောင်း တဲ့ စွန့် စား ခန်း တစ် ခု ကို မျှော် လင့် နေ ပါ တယ် ။
Anger,ခါး သီး တဲ့ အ တွေ့ အ ကြုံ တစ် ခု က တန် ဖိုး ရှိ တဲ့ သင် ခန်း စာ တစ် ခု ဖြစ် သွား ခဲ့ တယ် ။
Joy,အ လုပ် များ တဲ့ နေ့ တစ် နေ့ ရဲ့ အ လယ် မှာ တည် ငြိမ် မှု ကို ရှာ ဖွေ တွေ့ ရှိ ခြင်း ။
Surprise,ဆုံး ဖြတ် ချက် တွေ ချ မှတ် ရာ မှာ ရှုပ် ထွေး မှု တွေ က ကျွန် တော့် စိတ် ကို လွှမ်း ခြုံ နေ တယ် ။
Joy,လာ မယ့် အား လပ် ရက် အ တွက် စိတ် လှုပ် ရှား မှု တွေ တိုး ပွား လာ နေ ပါ တယ် ။
Love,ဒီ နေ့ တွေ့ မြင် ခဲ့ ရ တဲ့ ကြင် နာ မှု က လူ သား မျိုး နွယ် အ ပေါ် ကျွန် တော့် ရဲ့ ယုံ ကြည် မှု ကို ပြန် လည် တည် ဆောက် ပေး ခဲ့ တယ် ။
Joy,ကိုယ် ပိုင် မှတ် တိုင် တစ် ခု ကို အောင် မြင် မှု အ တွက် ဂုဏ် ယူ ခြင်း ။
Fear,မ တ ရား မှု ကို ဆန့် ကျင် မ ရပ် တည် ခဲ့ မိ တဲ့ အ တွက် ရှက် ရွံ့ မိ တဲ့ အ ခိုက် အ တန့် ။
Anger,ပြင်း ထန် တဲ့ ငြင်း ခုံ မှု တစ် ခု ပြီး နောက် ဒေါ သ တွေ ပေါက် ကွဲ နေ ပါ တယ် ။
Fear,မ သိ သေး တဲ့ အ ရာ တွေ အ ပေါ် ကြောက် ရွံ့ မှု က ကျွန် တော့် ကို ည ဘက် အိပ် မ ပျော် စေ ဘူး ။
Sadness,ချစ် ခင် ရ တဲ့ သူ ငယ် ချင်း တစ် ယောက် ကို နှုတ် ဆက် ခွဲ ခွာ ပြီး နောက် ရင် ထဲ က ဝမ်း နည်း မှု ။
Anger,ကျွန် တော် တို့ လူ့ အ ဖွဲ့ အ စည်း ထဲ က အ ကျင့် ပျက် ခြ စား မှု အ ခြေ အ နေ က လုံး ဝ ကို စက် ဆုပ် စ ရာ ကောင်း တယ် ။
Joy,ပျော် ရွှင် မှု တွေ ပြည့် လျှံ နေ ခြင်း - မိ သား စု ဝင် အ သစ် တစ် ယောက် ကို ကြို ဆို ခြင်း !
Joy,ရယ် မော ခြင်း က ပျော် ရွှင် မှု ရဲ့ သော့ ချက် ပါ ပဲ —Stand-up comedy ပွဲ တစ် ခု တက် ရောက် နေ ပါ တယ် ။
Love,ဒီ လှ ပ တဲ့ နေ့ လေး မှာ ကျွန် တော့် follower အား လုံး ဆီ သို့ အ ချစ် တွေ ပို့ သ လိုက် ပါ တယ် ! ❤️
Joy,ကျွန် တော့် အိမ် မွေး တိ ရစ် ဆာန် လေး ရဲ့ ချစ် စ ဖွယ် အ ပြု အ မူ လေး တွေ ကြောင့် ပျော် ရွှင် မိ ခြင်း — ဒါ က စစ် မှန် တဲ့ ပျော် ရွှင် မှု ပါ ပဲ !
Joy,ဒီ ခ ရီး စဉ် ရဲ့ အ ခိုက် အ တန့် တိုင်း ကို ခံ စား နေ ခြင်း — စစ် မှန် တဲ့ ပျော် ရွှင် မှု !
Love,ဒေ သ ခံ ပ ရ ဟိ တ လုပ် ငန်း တစ် ခု က စေ တ နာ့ ဝန် ထမ်း တွေ ရဲ့ စိတ် အား ထက် သန် မှု ကို လေး စား မိ ပါ တယ် ။
Love,သူ ငယ် ချင်း တွေ နဲ့ မိ သား စု ဆီ သို့ ချစ် ခင် ကြင် နာ တဲ့ ခံ စား ချက် တွေ ပို့ သ လိုက် ပါ တယ် ။
Surprise,ည ကောင်း ကင် ရဲ့ အ လှ တ ရား ကို အံ့ သြ တ ကြီး ငေး မော မိ ပါ တယ် ။
Sadness,ကိုယ် ပိုင် ပ ရော ဂျက် တစ် ခု မှာ တိုး တက် မှု မ ရှိ တာ ကို စိတ် ပျက် မိ ပါ တယ် ။
Surprise,သူ ငယ် ချင်း ဟောင်း တစ် ယောက် ရဲ့ အံ့ အား သင့် ဖွယ် လာ ရောက် လည် ပတ် မှု က ပျော် ရွှင် မျက် ရည် တွေ ကျ စေ ခဲ့ တယ် ။
Joy,ဘ ဝ ရဲ့ အ နိမ့် အ မြင့် တွေ ကို လက် ခံ မှု ကို ပွေ့ ဖက် ခြင်း ။
Love,ချစ် စ ရာ ကောင်း တဲ့ ကယ် ဆယ် ထား တဲ့ ခွေး ပေါက် လေး အ တွက် အ လွန် အ မင်း ချစ် ခင် မြတ် နိုး မှု တွေ ပြည့် လျှံ နေ ပါ တယ် ! 🐶
Joy,အ ရမ်း စောင့် မျှော် နေ တဲ့ ရုပ် ရှင် တစ် ကား ထွက် ရှိ လာ ဖို့ မျှော် လင့် နေ ပါ တယ် ။
Anger,Customer service ဌာ န မှာ ခါး သီး တဲ့ အ တွေ့ အ ကြုံ ။
Joy,နေ့ စဉ် ဘ ဝ ရဲ့ ရှုပ် ထွေး မှု တွေ ကြား ထဲ မှာ တည် ငြိမ် မှု ကို ရှာ ဖွေ တွေ့ ရှိ ခြင်း ။
Surprise,လတ် တ လော အ ဖြစ် အ ပျက် တွေ ကို နား လည် အောင် ကြိုး စား ရာ မှာ ရှုပ် ထွေး မှု တွေ က လွှမ်း မိုး နေ တယ် ။
Joy,အံ့ အား သင့် ဖွယ် မွေး နေ့ ပါ တီ တစ် ခု အ တွက် စိတ် လှုပ် ရှား မှု တွေ တိုး ပွား လာ နေ ပါ တယ် ။
Love,ကျွန် တော့် ရဲ့ နေ့ ကို ပျော် ရွှင် စေ ခဲ့ တဲ့ ကြင် နာ မှု လုပ် ရပ် တစ် ခု ကို တွေ့ မြင် ခဲ့ ရ တယ် ။
Joy,စိန် ခေါ် မှု ရှိ တဲ့ ကျန်း မာ ရေး စိန် ခေါ် မှု တစ် ခု ကို ပြီး မြောက် အောင် မြင် မှု အ တွက် ဂုဏ် ယူ ခြင်း ။
Fear,မ တ ရား မှု ကို ဆန့် ကျင် မ ပြော ဆို ခဲ့ မိ တဲ့ အ တွက် ရှက် ရွံ့ မိ တဲ့ အ ခိုက် အ တန့် ။
Joy,ကျွန် တော် တို့ ကမ် ဘာ လော က ထဲ က ကွဲ ပြား မှု ရဲ့ အ လှ တ ရား ကို ပြန် လည် သုံး သပ် နေ ပါ တယ် ။
Joy,စာ အုပ် ကောင်း တစ် အုပ် နဲ့ တိတ် ဆိတ် ငြိမ် သက် တဲ့ ည နေ ခင်း အ တွက် စိတ် လှုပ် ရှား ခြင်း ။
Anger,အ လုပ် ခွင် ထဲ က မ တ ရား မှု တွေ အ ပေါ် ခါး သီး မှု ခံ စား ရ ပါ တယ် ။
Joy,သ တိ ပဋ် ဌာန် ကျင့် ကြံ နေ ချိန် မှာ တည် ငြိမ် မှု က လွှမ်း မိုး နေ ပါ တယ် ။
Surprise,ဘ ဝ ရဲ့ ရွေး ချယ် မှု တွေ ကြား ထဲ မှာ လမ်း ညွှန် ရာ မှာ ရှုပ် ထွေး မှု တွေ က ကျွန် တော့် ကို ဝန်း ရံ နေ တယ် ။
Joy,နေ ရာ အ သစ် တွေ စူး စမ်း ဖို့ စ နေ ၊ တ နင်္ ဂ နွေ ကား နဲ့ ခ ရီး ထွက် ဖို့ စိတ် လှုပ် ရှား ခြင်း ။
Love,ဒီ နေ့ တွေ့ မြင် ခဲ့ ရ တဲ့ ကြင် နာ မှု က လူ သား မျိုး နွယ် အ ပေါ် ကျွန် တော့် ရဲ့ ယုံ ကြည် မှု ကို ပြန် လည် တည် ဆောက် ပေး ခဲ့ တယ် ။
Joy,ကိုယ် ပိုင် နဲ့ အ သက် မွေး ဝမ်း ကျောင်း ဆိုင် ရာ ပန်း တိုင် တွေ ကို အောင် မြင် မှု အ တွက် ဂုဏ် ယူ ခြင်း ။
Fear,ခက် ခဲ တဲ့ အ ခြေ အ နေ တစ် ခု မှာ ကိုယ့် တန် ဖိုး တွေ ကို သစ် စာ မ ရှိ ခဲ့ မိ တဲ့ အ တွက် ရှက် ရွံ့ ခြင်း ။
Joy,အ မှတ် တ ရ ဟောင်း တွေ ကို ပြန် လည် လည် ပတ် ရင်း ၊ ရွှင် လန်း တက် ကြွ မှု ခံ စား ရ ပါ တယ် ။
Joy,ကျွန် တော် တို့ အ သင်း ရဲ့ အောင် ပွဲ က မြို့ အ တွက် အ လွန် အ မင်း ပျော် ရွှင် မှု ကို ဆောင် ကြဉ်း ပေး ခဲ့ တယ် ။
Joy,သ ဘာ ဝ တ ရား ရဲ့ အ လှ ကို ပွေ့ ဖက် ရင်း ၊ ကျေ နပ် မှု ရ ရှိ တဲ့ အ ခိုက် အ တန့် ။
Joy,တည် ငြိမ် အေး ချမ်း တဲ့ ကန် န ဘေး မှာ တ ရား ထိုင် ရင်း ၊ အ တွင်း စိတ် ငြိမ်း ချမ်း မှု ကို ရှာ ဖွေ တွေ့ ရှိ ခြင်း ။
Love,ဘ ဝ ရဲ့ ကောင်း ချီး မင်္ ဂ လာ တွေ အ တွက် ကျေး ဇူး တင် မှု တွေ ပြည့် လျှံ နေ ပါ တယ် ။
Joy,စိန် ခေါ် မှု တွေ ကြား က ပဲ ၊ ပို မို တောက် ပ တဲ့ မ နက် ဖြန် အ တွက် မျှော် လင့် ချက် ရှိ ပါ တယ် ။
Joy,ကျွန် တော့် ရဲ့ လူ မှု အ သိုင်း အ ဝိုင်း မှာ ပြောင်း လဲ မှု တစ် ခု ပြု လုပ် ဖို့ စွမ်း ဆောင် နိုင် မှု ခံ စား ရ ပါ တယ် ။
Love,လက် တွေ့ လုပ် ဆောင် မှု ထဲ က က ရု ဏာ တ ရား - ဒေ သ ခံ ပ ရ ဟိ တ ပွဲ တစ် ခု ကို ပံ့ ပိုး ကူ ညီ ခြင်း ။
Love,ချစ် ခင် ရ သူ တွေ နဲ့ ချိတ် ဆက် ရင်း ၊ နူး ညံ့ ကြင် နာ မှု ခံ စား ရ တဲ့ အ ခိုက် အ တန့် ။
Joy,အ ထူး ကြေ ညာ ချက် တစ် ခု ကို စောင့် မျှော် နေ ချိန် မှာ စိတ် လှုပ် ရှား မှု တွေ ဖြစ် ပေါ် လာ ခြင်း ။
Joy,ပ ရော ဂျက် အ သစ် တစ် ခု ထဲ သို့ စိတ် အား ထက် သန် စွာ ခုန် ဆင်း ဝင် ရောက် ခြင်း ။
Joy,မှတ် တိုင် တစ် ခု ကို ရောက် ရှိ ပြီး နောက် ပြည့် စုံ မှု ခံ စား ရ ပါ တယ် ။
Love,သ မိုင်း ဝင် အ ထင် က ရ နေ ရာ တစ် ခု ရဲ့ အ လှ တ ရား အ တွက် ရို သေ လေး စား မှု ။
Joy,သူ ငယ် ချင်း ဟောင်း တွေ နဲ့ အံ့ အား သင့် ဖွယ် ပြန် လည် ဆုံ စည်း ပြီး နောက် ရွှင် လန်း တက် ကြွ မှု ။
Joy,ကြယ် တွေ အောက် က တိုက် ရိုက် ဂီ တ ဖျော် ဖြေ ပွဲ တစ် ခု ရဲ့ အ လွန် အ မင်း ပျော် ရွှင် မှု ။
Joy,တိတ် ဆိတ် ငြိမ် သက် တဲ့ တ နင်္ ဂ နွေ နေ့ ရဲ့ ရိုး ရှင်း မှု ထဲ က ကျေ နပ် မှု ။
Joy,အ ကြိုက် ဆုံး စာ အုပ် တစ် အုပ် ရဲ့ စာ မျက် နှာ တွေ ထဲ မှာ တွေ့ ရှိ ရ တဲ့ တည် ငြိမ် အေး ချမ်း မှု ။
Love,ခက် ခဲ တဲ့ အ ချိန် တွေ မှာ ရ ရှိ ခဲ့ တဲ့ အား ပေး ကူ ညီ မှု တွေ အ တွက် ကျေး ဇူး တင် ခြင်း ။
Joy,ခ ရီး စဉ် အ သစ် တစ် ခု ရဲ့ ဖြစ် နိုင် ခြေ တွေ အ ပေါ် မျှော် လင့် ချက် ရှိ ခြင်း ။
Joy,သင် ယူ မှု နဲ့ ကိုယ် ပိုင် တိုး တက် မှု က နေ တစ် ဆင့် စွမ်း ဆောင် နိုင် မှု မြင့် တက် လာ ခြင်း ။
Love,အား လပ် ရက် တွေ အ တွင်း လို အပ် နေ သူ တွေ အ ပေါ် က ရု ဏာ ထား ခြင်း ။
Love,နွေး ထွေး တဲ့ ဆောင်း ရာ သီ ည နေ ခင်း ရဲ့ နွေး ထွေး မှု ထဲ က နူး ညံ့ ကြင် နာ မှု ။
Joy,လာ မယ့် စွန့် စား ခန်း တစ် ခု အ တွက် စိတ် လှုပ် ရှား မှု တွေ ဖြစ် ပေါ် လာ ခြင်း ။
Joy,ဖန် တီး မှု ပ ရော ဂျက် အ သစ် တစ် ခု အ တွက် စိတ် အား ထက် သန် မှု ။
Joy,စိန် ခေါ် မှု ရှိ တဲ့ လေ့ ကျင့် ခန်း တစ် ခု ကို ပြီး မြောက် အောင် မြင် ခြင်း အ တွက် ပြည့် စုံ မှု ။
Love,ပြ တိုက် တစ် ခု မှာ ပြ သ ထား တဲ့ အ နု ပ ညာ လက် ရာ တွေ အ တွက် ရို သေ လေး စား မှု ။
Joy,ကိုယ် ပိုင် ပန်း တိုင် တစ် ခု ကို အောင် မြင် ပြီး နောက် ရွှင် လန်း တက် ကြွ မှု ။
Joy,မြို့ ထဲ က လျှို့ ဝှက် နေ ရာ လေး တစ် ခု ကို ရှာ ဖွေ တွေ့ ရှိ ခြင်း အ ပေါ် ရွှင် လန်း တက် ကြွ မှု ။
Joy,အံ့ အား သင့် ဖွယ် မွေး နေ့ ပွဲ တစ် ခု ရဲ့ အ လွန် အ မင်း ပျော် ရွှင် မှု ။
Joy,အိမ် ချက် ဟင်း တစ် နပ် ရဲ့ ရိုး ရှင်း မှု ထဲ က ကျေ နပ် မှု ။
Joy,ငြိမ်း ချမ်း တဲ့ စန် ဒ ယား သံ စဉ် ထဲ မှာ တွေ့ ရှိ ရ တဲ့ တည် ငြိမ် အေး ချမ်း မှု ။
Love,ကျွန် တော့် ပတ် ဝန်း ကျင် က အား ပေး ကူ ညီ တဲ့ လူ မှု အ သိုင်း အ ဝိုင်း အ တွက် ကျေး ဇူး တင် ခြင်း ။
Joy,စီး ပွား ရေး လုပ် ငန်း အ သစ် တစ် ခု ရဲ့ အ လား အ လာ တွေ အ ပေါ် မျှော် လင့် ချက် ရှိ ခြင်း ။
Joy,အ ခြား သူ တွေ ကို လမ်း ညွှန် ပေး ခြင်း နဲ့ အ ကြံ ဉာဏ် ပေး ခြင်း က နေ တစ် ဆင့် စွမ်း ဆောင် နိုင် မှု မြင့် တက် လာ ခြင်း ။
Love,လူ မှု အ သိုင်း အ ဝိုင်း ထဲ က ကြင် နာ မှု လုပ် ရပ် တွေ က နေ တစ် ဆင့် ပြ သ တဲ့ က ရု ဏာ တ ရား ။
Love,ချစ် ခင် ရ သူ တစ် ယောက် ဆီ သို့ ရင် ထဲ က စာ တစ် စောင် ထဲ က နူး ညံ့ ကြင် နာ မှု ။
Joy,အ ရမ်း စောင့် မျှော် နေ တဲ့ ခ ရီး စဉ် တစ် ခု မ တိုင် ခင် စိတ် လှုပ် ရှား မှု တွေ ဖြစ် ပေါ် လာ ခြင်း ။
Joy,အ လုပ် လုပ် နေ ဆဲ အ နု ပ ညာ ပ ရော ဂျက် အ သစ် တစ် ခု အ တွက် စိတ် အား ထက် သန် မှု ။
Joy,အ ခြား သူ တွေ ကို ကူ ညီ ပြီး နောက် ပြည့် စုံ မှု ခံ စား ရ ပါ တယ် ။
Love,အ ထင် က ရ နေ ရာ တစ် ခု ရဲ့ သ မိုင်း ဝင် အ ရေး ပါ မှု အ တွက် ရို သေ လေး စား မှု ။
Joy,ကျန်း မာ ရေး မှတ် တိုင် တစ် ခု ကို အောင် မြင် ပြီး နောက် ရွှင် လန်း တက် ကြွ မှု ။
Joy,အောင် မြင် တဲ့ ထုတ် ကုန် မိတ် ဆက် ပွဲ တစ် ခု ရဲ့ အ လွန် အ မင်း ပျော် ရွှင် မှု ။
Joy,ချစ် ခင် ရ သူ တစ် ယောက် ရဲ့ ပွေ့ ဖက် မှု ထဲ က ကျေ နပ် မှု ။
Joy,ပင် လယ် ကမ်း စပ် က နေ ဝင် ချိန် အ လှ ထဲ မှာ တွေ့ ရှိ ရ တဲ့ တည် ငြိမ် အေး ချမ်း မှု ။
Love,နေ့ ရက် တိုင်း က ယူ ဆောင် လာ တဲ့ သေး ငယ် တဲ့ ပျော် ရွှင် မှု လေး တွေ အ တွက် ကျေး ဇူး တင် ခြင်း ။
Joy,ကိုယ် ပိုင် တိုး တက် မှု အ တွက် အ လား အ လာ အ ပေါ် မျှော် လင့် ချက် ရှိ ခြင်း ။
