row_number,text,current_label,suggested_label,confidence,second_best_label,second_best_confidence
801,အရာရာက မှုန်မှိုင်းနေတာပဲ,love,sadness,0.45896072024705253,neutral,0.17315645683622222
2991,စိတ်ပျက်စရာတွေချည်းပဲ,sadness,anger,0.25345405021758544,fear,0.25015202258773683
589,တကယ့်ကို ကံကောင်းတာပဲ,joy,anger,0.5232382037006251,surprise,0.2751126980899848
397,တကယ့်ကို,joy,anger,0.5232382037006251,surprise,0.2751126980899848
262,ဝမ်းနည်းရလွန်းလို့ ရင်ဘတ်ကြီးက လေးလံနေတယ်,love,sadness,0.4441220245577398,fear,0.17518728746171705
709,အထီးကျန်ခြင်းတွေ စုပြုံနေတဲ့ အခန်းလေး,love,sadness,0.5202320862668193,neutral,0.1382302805874984
859,အရာရာကို အရှုံးပေးလိုက်ပါပြီ,love,sadness,0.42340352766556705,neutral,0.16233202569796903
290,ရင်ထဲမှာ ဟာလာဟင်းလင်းပဲ,love,surprise,0.2506273153044996,neutral,0.23693608296537255
1770,ခါးသီးတဲ့အတွေ့အကြုံတစ်ခုကတန်ဖိုးရှိတဲ့သင်ခန်းစာတစ်ခုဖြစ်သွားခဲ့တယ်,anger,joy,0.4671805023654944,neutral,0.1364090102819075
351,ရင်ဘတ်တစ်ခုလုံး အောင့်တက်လာတယ်,love,joy,0.28460087331817974,sadness,0.21950477639477137
560,ဘာကိုမှ မမျှော်လင့်တော့တာ အကောင်းဆုံးပါပဲ,love,sadness,0.27834397430211094,surprise,0.2297691611428369
166,အထီးကျန်ခြင်းက ငါ့အဖော်,love,sadness,0.47217765444790044,neutral,0.15042412275007974
336,အားလုံးက ပုံပြင်တွေလိုပါပဲ၊ အဆုံးသတ်က မလှခဲ့ဘူး,love,fear,0.3221780494983488,anger,0.17441007954085389
1105,လူကြားထဲမှာ ရှိနေပေမဲ့ အရမ်းအထီးကျန်တယ်,love,sadness,0.3573818356107278,neutral,0.14694004044428105
294,ဘာကြောင့် ဒီလောက်ထိ ခံစားရလဲ မသိတော့ဘူး,love,fear,0.27963303803945194,neutral,0.19221215824491888
1107,တောင်းပန်ပါတယ်၊ ဒါပေမဲ့ နောက်ကျသွားပြီ,love,fear,0.3320628175145655,joy,0.1808688808802965
138,သူများတွေ ပျော်နေတာ မြင်ရင် ပိုဝမ်းနည်းရတယ်,love,sadness,0.5025717790195715,neutral,0.200233846392208
717,ရင်ထဲမှာ မွန်းကြပ်နေတယ်,love,fear,0.4267607792484351,anger,0.2690676526502982
1462,ကွန်ပျူတာပျက်သွားပြီအောက်မေ့တာRestartချလိုက်တော့ပြန်ကောင်းသွားတယ်၊,surprise,fear,0.2977178689794406,anger,0.19031680150850522
816,မျှော်လင့်ချက်မဲ့ခြင်းရဲ့ အရသာ,love,neutral,0.29912653782208837,sadness,0.2403411014007886
1476,ပျော်စရာဆိုတာ ဘာလဲ မေ့နေပြီ,sadness,anger,0.2816904215377226,fear,0.204441612007655
2403,တံခါးခေါက်သံကြားလို့ဖွင့်ကြည့်တော့ပျောက်နေတဲ့ခွေးလေးပြန်ရောက်လာတယ်၊,surprise,fear,0.26286724135367684,joy,0.261474147583328
967,မိုးရေထဲမှာ ငိုရတာ မျက်ရည်မမြင်ရလို့ အဆင်ပြေတယ်,love,neutral,0.3110912297203491,sadness,0.2657330655857234
174,ဘယ်တော့မှ ပြန်မလာတော့မယ့် အရာတွေ,love,sadness,0.25999140667911025,fear,0.23070675764860088
363,မင်းနဲ့ပြောရတာ အချိန်ပုပ်တယ်,anger,love,0.7591579570025823,neutral,0.10040720378288444
596,နှုတ်ဆက်ခြင်းမရှိဘဲ ဝေးကွာသွားခဲ့ကြတယ်,love,sadness,0.4648458037081308,anger,0.15977948555542593
53,ငါ့ရဲ့ နာကျင်မှုကို ဘယ်သူမှ မမြင်ကြဘူး,love,anger,0.27381284811136863,sadness,0.2201617620266548
1256,မင်းကငါကြိုက်တတ်တဲ့မုန့်ကိုမှတ်မိနေတာပဲအံ့သြရတယ်၊,surprise,love,0.8689997394276554,surprise,0.039162932932456214
847,မျှော်လင့်ရတာ ပင်ပန်းလွန်းလို့,love,neutral,0.39883720367456066,sadness,0.22423570363357473
6,ဘယ်သူ့ကိုမှ မတွေ့ချင်တော့ဘူး,love,neutral,0.3826121514994905,sadness,0.18295599381530156
1024,အဆင်ပြေပါတယ်လို့ ပြောရတာ ပင်ပန်းလှပြီ,love,neutral,0.32717529220677033,sadness,0.23333926986091438
82,ဝမ်းနည်းခြင်း အနက်ရှိုင်းဆုံးထဲ နစ်မြုပ်နေတုန်း,love,sadness,0.5675407635341259,neutral,0.17112631815006304
150,နှုတ်ဆက်စကားတောင် မပြောနိုင်ခဲ့ကြဘူး,love,sadness,0.3332974388800991,anger,0.2210785542097618
866,အဆင်မပြေမှုတွေနဲ့ပဲ အသားကျနေပါပြီ,love,sadness,0.24796616515268494,neutral,0.2264967514905042
385,အရာရာကို စိတ်ကုန်နေမိတယ်,love,sadness,0.3036212953179946,anger,0.18502337491176285
472,မပြည့်စုံတဲ့ ဘဝတစ်ခုရဲ့ သောကတွေ,love,sadness,0.35192266252066856,anger,0.1667664433673957
372,ဘာကြောင့်မှန်းမသိဘဲ မျက်ရည်ကျမိတယ်,love,fear,0.3913942435108891,sadness,0.1317190337322887
178,ဟင်၊ ဘာသံလဲ,fear,surprise,0.7700352122046216,joy,0.05705009783679589
566,အပြုံးတုတွေ နောက်ကွယ်က သောက,sadness,joy,0.367447840694221,anger,0.27533738342774466
965,အိပ်မပျော်တဲ့ ညတွေ အလီလီ ကုန်လွန်လို့,love,sadness,0.28165037546780325,anger,0.18770273311088287
409,ဘာကိုမှ မပြင်ဆင်နိုင်တော့ဘူး,love,sadness,0.30909509582793987,anger,0.167469040282601
111,အရင်လို ပြန်မဖြစ်နိုင်တော့ဘူးပေါ့,love,sadness,0.2890549637911344,neutral,0.25014419298269747
1058,စကားတွေလည်း ဆက်မပြောချင်တော့ဘူး,love,sadness,0.379094041190551,anger,0.16781313147653273
1054,ခံစားချက်တွေက သေဆုံးနေသလိုပဲ,love,neutral,0.35589664091844836,sadness,0.19091231167674466
881,မျက်ရည်တွေက ငါ့ရဲ့ အရင်းနှီးဆုံး သူငယ်ချင်း ဖြစ်လာတယ်,love,sadness,0.3911960789300752,neutral,0.15004733955732033
961,ပျော်ရွှင်ရမယ့် အလှည့်က ငါ့ဆီ ဘယ်တော့မှ ရောက်မလာဘူး,love,anger,0.2890143385495037,neutral,0.18757848991804005
740,အရာရာက ငါ့အမှားတွေချည်းပဲ,love,sadness,0.32719797867471306,anger,0.1854124909634936
224,မျှော်လင့်ချက်ဆိုတာ ငါနဲ့ မထိုက်တန်တဲ့ အရာ,love,sadness,0.34696424696130657,anger,0.14741597954242472
689,နားလည်ပေးမယ့်သူ တစ်ယောက်မှ မရှိတဲ့ ဘဝ,love,sadness,0.35094236389938815,neutral,0.22109200965769432
1852,ငါတို့အကြံပေးထားတဲ့Projectကိုလူကြီးတွေကချက်ချင်းသဘောတူလိုက်တယ်၊,surprise,neutral,0.48026150093463743,joy,0.2174578453857702
212,ကြိုးစားထားတဲ့ စာမေးပွဲမှာ အမှတ်ကောင်းကောင်းနဲ့ အောင်မြင်သွားတဲ့နေ့,joy,anger,0.42732954829409897,fear,0.1686643406059258
37,ကြောက်စိတ်က ခန္ဓာကိုယ်တစ်ခုလုံးကို စိုးမိုးထားလို့ ခြေလှမ်းတစ်လှမ်း လှမ်းဖို့တောင် အင်အားမရှိတော့သလိုပဲ,fear,neutral,0.5236339090644596,joy,0.19843425539787854
568,စိတ်ထဲမှာ ဘာအမုန်းတရားမှ မရှိဘဲ အရာရာကို မေတ္တာမျက်စိနဲ့ ကြည့်နိုင်လို့ စိတ်အေးချမ်းနေတဲ့နေ့,joy,sadness,0.2534047571284819,neutral,0.24359282188712086
85,ပီတိဖြစ်ရတယ်,joy,fear,0.2928395846351581,surprise,0.18278594299957193
140,ကူညီမယ့်သူ မရှိဘူး,love,sadness,0.2675817478280966,neutral,0.20203038899863704
1779,ကိုယ်ပိုင်စိန်ခေါ်မှုတစ်ခုအတွင်းရရှိခဲ့တဲ့အားပေးကူညီမှုတွေကြောင့်လွှမ်းမိုးခံစားရပါတယ်,fear,joy,0.6452244160158782,neutral,0.09165552548850889
546,စိတ်ကူးတွေပဲ ကျန်ခဲ့တယ်,sadness,fear,0.4687286022583186,anger,0.21446788698977856
185,စိတ်တွေ လေလွင့်နေတယ်,sadness,fear,0.4687286022583186,anger,0.21446788698977856
231,စိတ်ပျက်မိတယ်,sadness,fear,0.4687286022583186,anger,0.21446788698977856
862,နှလုံးသားက တိတ်တဆိတ် သွေးစိမ်းရှင်ရှင်ယိုနေသလိုပဲ,love,sadness,0.3081283298717367,neutral,0.21649045869322567
1360,သူ့ရဲ့ရိုင်းစိုင်းတဲ့အပြုအမူကိုမြင်တော့တကယ်ပဲဒေါသထွက်မိတယ်,neutral,anger,0.6596427272745172,joy,0.10083306138897674
2839,ဂေါက်သီးပြိုင်ပွဲမှာ၊အရေးကြီးတဲ့ပတ်ရိုက်ချက်တစ်ခုလွဲချော်မှုကရှုံးနိမ့်မှုကိုဖြစ်စေပြီး၊ဂေါက်သီးသမားကိုအလောင်းအစားကြီးတဲ့ပြိုင်ဆိုင်မှုရဲ့ဖိအားအပေါ်ပြန်လည်သုံးသပ်စေခြင်း,fear,joy,0.2274028030577463,neutral,0.20304339109531033
325,စိတ်ပျက်လွန်းလို့ သေတော့မယ်,anger,fear,0.296192569458321,surprise,0.2691928266704202
737,ပေါက်ကွဲတော့မယ်,anger,fear,0.296192569458321,surprise,0.2691928266704202
12,စိတ်တိုလွန်းလို့ ရူးတော့မယ်,anger,fear,0.296192569458321,surprise,0.2691928266704202
727,မျက်စိထဲ ကန့်လန့်ကြီး,anger,fear,0.3983533716156968,surprise,0.15850809055652454
746,ဘာလို့ အမြဲတမ်း ငါပဲ ခံစားရလဲ,love,sadness,0.2997971079934179,anger,0.20524643136076307
677,ဒီအတိုင်း အရာရာကို မေ့ပစ်လိုက်ချင်တော့တယ်,love,anger,0.41301467284018906,sadness,0.2452376054833588
891,နာကျင်ရလွန်းလို့ အသက်ရှူဖို့တောင် မေ့ချင်တယ်,love,fear,0.2355226187630345,sadness,0.22291917422584998
388,အထီးကျန်စွာနဲ့ပဲ အသားကျသွားပါတယ်,love,sadness,0.3452717112670506,neutral,0.17098271607070809
1139,ငါ ဘာဆက်လုပ်ရမလဲ,love,sadness,0.2352694834517155,neutral,0.19414213164020144
361,စိတ်ပျက်လွန်းလို့ စကားတောင် မဟချင်တော့တာ,love,sadness,0.25832822478898204,anger,0.17657617753724036
676,မျှော်လင့်ချက်တွေ အကုန် တစ်စစီ ကြွေလွင့်သွားတဲ့ ည,love,joy,0.26581957403865325,sadness,0.26281004690993637
795,ကိုယ်ချစ်ရတဲ့သူက ကိုယ့်မျက်လုံးကို ကြည့်ပြီး ပြုံးပြလိုက်တဲ့ စက္ကန့်လေးမှာတင် အရာရာ ပြည့်စုံသွားသလိုပဲ,joy,neutral,0.3835242155463255,sadness,0.18118028699331298
134,မခေါ်ပါနဲ့,fear,anger,0.6245655743539799,neutral,0.1295315939129406
133,နှလုံးသားတစ်ခုလုံး ကွဲအက်သွားသလိုပဲ,love,neutral,0.26900091575605384,sadness,0.20755070792052643
544,အိပ်မက် တကယ်ဖြစ်လာပြီ,joy,anger,0.4276537747784308,surprise,0.16777426564053746
1188,သစ္စာဖောက်ခံရတဲ့ ခံစားချက်က အရမ်းနာကျင်ရတယ်,love,neutral,0.2745691849299826,sadness,0.23996644652233245
1094,ပြောရတာ ပင်ပန်းတယ်,anger,sadness,0.32857593277658087,love,0.20374399063745144
1812,ဒေါသတွေကငယ်ထိပ်အထိစောင့်တက်လာသလိုခံစားရတယ်,anger,sadness,0.32473564050870213,fear,0.16952963198264506
236,အရာရာကို လက်လျှော့လိုက်ချင်ပြီ,love,sadness,0.3095946214473977,neutral,0.24026731632837647
852,အားကိုးရာမဲ့သွားမှာကို အကြောက်ဆုံးပဲ,fear,joy,0.2672007861877102,neutral,0.258217937427741
1986,မတရားမှုကိုဆန့်ကျင်မပြောဆိုခဲ့မိတဲ့အတွက်ရှက်ရွံ့မိတဲ့အခိုက်အတန့်,fear,neutral,0.21953707788231935,anger,0.17853693290445952
118,အပယ်ခံ ခံစားချက်,love,sadness,0.27142757419785624,neutral,0.1588517128645361
1301,စာရေးအဖွဲ့တစ်ခုဝင်ရောက်ခဲ့တယ်၊အတွေးတွေနဲ့ပြန်လည်သုံးသပ်မှုတွေကိုရေးချနေခြင်းစာရေးခြင်း၊စိတ်ဝိညာဉ်ရဲ့နက်ရှိုင်းမှုတွေဆီသို့ခရီးစဉ်တစ်ခု#စာရေးအဖွဲ့#အကြီးတန်းစာရေးဆရာ,love,joy,0.5889717309541629,sadness,0.1122998879262506
1080,ဘာအလုပ်မှလည်း လုပ်ချင်စိတ်မရှိတော့ဘူး,love,sadness,0.27729346845495606,neutral,0.22285439051962144
492,ငါ့ကို နားလည်ပေးမယ့်သူ ရှာမတွေ့ဘူး,love,sadness,0.2748291734204168,neutral,0.26153403172832207
1095,အချိန်တွေကို နောက်ပြန်လှည့်ချင်မိတယ်,love,fear,0.2788159344425841,sadness,0.16699365809026925
198,မျက်ရည်တွေက ခေါင်းအုံးပေါ်မှာ အစွန်းအထင်းတွေ ဖြစ်လို့,love,sadness,0.2883366258966571,neutral,0.20945660974749808
265,ဒီနေ့လည်း စိတ်ညစ်စရာတွေနဲ့ပဲ ပြီးသွားပြန်ပြီ,love,sadness,0.2419142378876936,joy,0.19359782432313752
384,ရင်ခုန်လွန်းလို့ အသက်ရှူဖို့တောင် မေ့သွားတယ်,surprise,fear,0.3992066120387555,joy,0.14266305066898607
571,အချိန်ဖြုန်းနေတာ,anger,neutral,0.45301700217851215,surprise,0.1400842198815201
904,အခုချက်ချင်း ထွက်သွား,anger,neutral,0.45301700217851215,surprise,0.1400842198815201
2004,ခလုတ်တိုက်မိလို့လဲတော့မလို့အရှိန်နဲ့ထိန်းလိုက်နိုင်တယ်၊,surprise,neutral,0.24940558286882888,anger,0.19824427010736217
292,နှုတ်ဆက်ခဲ့ပါတယ်,love,anger,0.2721694477111473,joy,0.18120551167784765
411,အဖော်မဲ့တဲ့ လမ်းမထက်မှာ,love,sadness,0.2810497757699841,joy,0.15647860346827003
3061,သဘာဝဘေးအန္တရာယ်သတင်းကြားပြီးနောက်ရင်ကွဲပက်လက်ဖြစ်ရပါတယ်,sadness,neutral,0.24280615071312048,joy,0.23297209480916037
1118,သတိရပေမဲ့ ဆက်သွယ်ခွင့် မရှိတော့တဲ့အခါ,love,neutral,0.3018621979964628,sadness,0.2877460398869347
681,ရင်ခုန်သံတွေ ဆူညံသွားရတဲ့ Surprise မျိုးပဲ,surprise,neutral,0.4848345590846798,fear,0.11791258360713383
616,တစ်ယောက်တည်း ကြိတ်ငိုရတဲ့ အချိန်တွေ,love,neutral,0.6337367714568843,sadness,0.11160550704006449
548,ညဘက် လေညှင်းခံရင်း ကြယ်တွေ ကြည့်ရတာ စိတ်ကြည်နူးစရာ,joy,neutral,0.42172393395336605,fear,0.2924015255219316
1067,ဘဝက စုတ်ချက်ကြမ်းလှချည်လား,love,sadness,0.2213798974877677,neutral,0.19741440831191373
791,ဝါး... ဒါမျိုးကျတော့လည်း ရင်ခုန်ရတာ တန်တာပေါ့,surprise,neutral,0.4376384889167669,sadness,0.11601519998167727
1825,ငြိမ်းချမ်းတဲ့တောင်တက်ခရီးတစ်ခုအတွင်းသဘာဝတရားရဲ့အလှကိုတန်ဖိုးထားလေးစားနေပါတယ်,love,joy,0.5228074841270477,neutral,0.20768468918937366
553,စိတ်ဓာတ်တွေ တက်ကြွတယ်,neutral,joy,0.32814995199232433,surprise,0.25522164388392776
1155,စိတ်ကူးထဲအတိုင်းပဲ,neutral,love,0.44397184108253585,joy,0.2710763894505896
721,ငါက အမြဲတမ်း အပိုလူပဲ,love,anger,0.35790144594398743,sadness,0.21749963029188388
906,အလကားပါပဲ,love,sadness,0.31983667146350875,neutral,0.15915324621080276
3064,ကျွန်တော့်ရဲ့နေ့ကိုပျော်ရွှင်စေခဲ့တဲ့ကြင်နာမှုလုပ်ရပ်တစ်ခုကိုတွေ့မြင်ခဲ့ရတယ်,love,neutral,0.2291510748857464,joy,0.22415809137603546
1349,စိတ်တွေ လွင့်ပါးနေတယ်,sadness,fear,0.2977178689794406,anger,0.19031680150850522
1014,သူလည်း ငါ့ကို နားမလည်ပေးနိုင်ခဲ့ဘူး,love,sadness,0.2906330955859987,neutral,0.21996329468823428
429,စိတ်ကျေနပ်တယ်,neutral,joy,0.6290981160547897,fear,0.08585634535700738
216,စိတ်ကျေနပ်မှု ရှိတယ်,neutral,joy,0.6290981160547897,fear,0.08585634535700738
1134,အမှောင်ထုထဲမှာပဲ နေချင်တော့တယ်,love,fear,0.3935023239922259,anger,0.19337810361208885
653,ခံစားချက်တွေကို ဖျောက်ဖျက်ပစ်ချင်မိတယ်,sadness,anger,0.7755849765983657,sadness,0.06298180881480375
2703,လင်းနို့တွေပျံသန်းနေတာကိုကြည့်ပြီးစိတ်ထဲတုန်လှုပ်မိတယ်,fear,neutral,0.3000446482382374,joy,0.24065976923192686
2131,အိမ်မွေးတိရစ္ဆာန်လေးနဲ့မျှဝေခံစားရတဲ့တိတ်ဆိတ်ငြိမ်သက်တဲ့အခိုက်အတန့်ထဲကနူးညံ့ကြင်နာမှု,love,neutral,0.2575798022846046,surprise,0.17771656758973298
2112,ဒီနေ့ငါ့အတွက်အလုပ်တွေအားလုံးကထင်ထားတာထက်ပိုအဆင်ပြေသွားတယ်၊,surprise,joy,0.4041621401491923,neutral,0.1601772386789996
1116,အခန်းထောင့်လေးထဲမှာ တစ်ယောက်တည်း ငိုနေမိတယ်,love,fear,0.24644038622265965,sadness,0.22528461390985935
2579,ရယ်မောခြင်းတွေ နောက်ကွယ်က တကယ့်အမှန်တရားက ငိုရှိုက်ခြင်း,sadness,joy,0.2596665815609537,love,0.2015688445998484
2353,ဘဝရဲ့ရှုပ်ထွေးတဲ့ပဟေဠိကကျွန်တော့်ကိုအမြဲတမ်းရှုပ်ထွေးမှုအခြေအနေထဲမှာထားခဲ့တယ်၊ရှုပ်ထွေးမှုတွေကြားထဲမှာအဖြေတွေကိုရှာဖွေနေခြင်း,surprise,neutral,0.20860518587244095,sadness,0.17769823238079357
1261,ကားဂိတ်မှာငါ့အတွက်နေရာအလွတ်တစ်ခုကွက်တိကျန်နေတာပဲ၊,surprise,joy,0.4232233899626646,neutral,0.17184625932281775
1847,TaylorSwiftဖျော်ဖြေပွဲရဲ့လူအုပ်ထဲမှာ၊'loveStory'ရဲ့သီချင်းစာသားတွေကစွဲမက်ဖွယ်ဒဏ္ဍာရီပုံပြင်တစ်ခုကိုဖန်တီးနေခြင်း,surprise,joy,0.3154126230019459,neutral,0.16687319210997784
16,အားတင်းထားရတာ ပင်ပန်းလှပြီ,love,neutral,0.4226889087223779,sadness,0.22544721043091087
2850,ကျောင်းမှာနေ့ဆိုးတစ်နေ့ကြုံခဲ့ရတယ်အရာအားလုံးမှားယွင်းနေပုံပဲ,anger,neutral,0.2669204585544063,sadness,0.2342398804070489
1735,ဘဝက စုတ်ချက်ကြမ်းလှချည်လား,sadness,neutral,0.4520673831162268,fear,0.12179390395692628
554,ဟာ... ဝမ်းသာလွန်းလို့ ငိုတောင် ငိုချင်တယ်,surprise,anger,0.5158664899379272,sadness,0.12084444226063558
584,နောင်ရေးအတွက် ဘာမှ သေချာရေရာတာမရှိတဲ့ အခါမျိုးမှာ စိုးရိမ်စိတ်တွေက တားမရဆီးမရ ဝင်လာတတ်စမြဲပဲ,fear,sadness,0.23449484746622798,neutral,0.23015422760984644
534,အမြဲတမ်း ပျော်နေမယ်,joy,anger,0.22679231840790745,sadness,0.21203228017941092
25,အမလေး... ရင်တုန်လိုက်တာ၊ ဒါပေမဲ့ မိုက်တယ်,surprise,fear,0.3860598599439742,anger,0.1952077389298478
1144,ဘာမှမလုပ်ချင်လောက်အောင် စိတ်ကုန်နေပြီ,sadness,fear,0.5187250241727089,anger,0.17578855147456648
517,အလုပ်ပြုတ်မှာကို တွေးပြီး စိုးရိမ်စိတ်တွေ တက်နေတာ,fear,joy,0.4711386598244113,surprise,0.12557708189902922
119,နောက်ကျမှာကို တွေးပြီး အလောတကြီး ကြောက်နေတာ,fear,joy,0.4711386598244113,surprise,0.12557708189902922
902,စိတ်တိုရလွန်းလို့ သွေးတိုးတယ်,anger,joy,0.5334283848747196,fear,0.12893218829351577
3010,အတန်းဖော်တွေကိုစွဲဆောင်ဖို့မှော်ပညာတစ်ခုစမ်းသပ်ခဲ့တယ်မှော်ပညာကျရှုံးမှု-အဲ့ဒီယုန်ဘယ်ရောက်သွားလဲ,fear,joy,0.2375606813544837,sadness,0.19817962363924996
34,မင်းကို ကြည့်ရတာနဲ့တင် စိတ်ညစ်တယ်,anger,love,0.5783290258931483,neutral,0.12314934035765003
576,ကိုယ်ချစ်ရတဲ့သူဆီကနေ ရုတ်တရက် ဖုန်းကောလ်လေး ဝင်လာတဲ့အခါ,joy,surprise,0.41859209440294487,neutral,0.22538297869349355
3063,ကိုယ့်ရဲ့အားနည်းချက်တွေကိုပဲထိုင်တွေးပြီးစိတ်ပျက်အားလျော့နေမိတဲ့နေ့,neutral,sadness,0.5740676933732523,anger,0.14950058797834617
666,မင်း ဘာတတ်နိုင်လို့လဲ,anger,love,0.7100009414736947,anger,0.06858829790877215
2781,မင်းရဲ့ အေးစက်စက် အကြည့်တွေက ငါ့ကို သတ်နေတယ်,sadness,love,0.370892425330722,anger,0.2557436518358754
820,စိတ်အမောတွေနဲ့ပဲ နေ့ရက်တိုင်း ကုန်ဆုံးတယ်,love,sadness,0.26953008975059306,anger,0.2402085150580061
698,ခွင့်လွှတ်ပေးဖို့ တောင်းပန်ရတာလည်း အမော,love,neutral,0.49352834486988467,sadness,0.11512156046329593
1668,အားလပ်ချိန်အတွင်းဓာတ်ပုံရိုက်ကူးခြင်းဝါသနာအသစ်တစ်ခုစူးစမ်းရှာဖွေနေပါတယ်မှန်ဘီလူးကနေတစ်ဆင့်အခိုက်အတန့်တွေကိုဖမ်းယူနေခြင်း,sadness,joy,0.4584448123486655,neutral,0.15779083430358004
1424,ဒီသီချင်းကငါငယ်ငယ်ကအမြဲနားထောင်တဲ့သီချင်းပဲပြန်ကြားရတာအံ့သြတယ်၊,surprise,neutral,0.3367970399579766,joy,0.15015715411167646
722,ရင်ထဲ နွေးထွေးသွားတယ်,joy,fear,0.4267607792484351,anger,0.2690676526502982
741,ရင်ထဲမှာ အေးချမ်းပြီး ဘာလိုလိုနဲ့ ပြုံးနေမိတယ်,joy,fear,0.4267607792484351,anger,0.2690676526502982
189,သူတစ်ပါးရဲ့ ဒေါသတကြီး အော်ဟစ်သံတွေကို ကြားရတဲ့အခါတိုင်း ငယ်ငယ်က အကြောက်တရားတွေ ပြန်ပေါ်လာတယ်,fear,neutral,0.3838962561386997,joy,0.2219395267231738
580,သီချင်းအေးအေးလေး နားထောင်ရင်း စိတ်ကို လွှတ်ထားလိုက်တယ်,neutral,fear,0.4267607792484351,anger,0.2690676526502982
40,နှလုံးသားရဲ့ အက်ကြောင်းများ,sadness,joy,0.2672007861877102,neutral,0.258217937427741
807,မြင်ရတာတင် စိတ်ရှုပ်ဖို့ကောင်းတယ်,anger,neutral,0.39926608233993305,fear,0.1518013134053931
1320,ဒီလောက်ခက်ခဲတဲ့ပုစ္ဆာကိုမင်းကမိနစ်ပိုင်းအတွင်းတွက်နိုင်တာလား၊,surprise,love,0.4784602387957699,neutral,0.11953745039946377
1437,ကိုယ့်နောက်ကွယ်မှာအတင်းပြောတာသိရတော့ရင်ထဲမှာမီးတောက်သွားသလိုပဲ,anger,fear,0.25535879661076594,neutral,0.24223784523002556
2501,စာအိတ်ကိုဖွင့်ဖတ်လိုက်တဲ့အချိန်မှာဝမ်းသာလွန်းလို့မျက်ရည်တွေတောင်ဝဲလာမိတယ်,surprise,joy,0.23009304150275378,sadness,0.2260307388833245
916,အကုန်လွဲနေတာပဲ,anger,joy,0.26376115802280103,neutral,0.20154805970780418
4,ကမ္ဘာကြီးက ငါ့အပေါ် ရက်စက်လွန်းတယ်,love,anger,0.23257281458908138,sadness,0.19806361426491867
234,လက်ဖျားခြေဖျားတွေ အေးလို့,fear,joy,0.25344954425528166,surprise,0.2467139912555895
299,လက်တွေ တုန်နေလို့,fear,joy,0.25344954425528166,surprise,0.2467139912555895
