text,emotion_class
စိတ်ပျက်မိတယ်,sadness
အပူအပင်ကင်း,joy
စိတ်အေးလက်အေး ရှိတယ်,neutral
လက်ဖျားခြေဖျားတွေ အေးလို့,fear
အရာရာက ပြီးဆုံးသွားခဲ့ပြီလေ,sadness
အရာရာကို လက်လျှော့လိုက်ချင်ပြီ,love
အဓိပ္ပာယ်မရှိတာတွေ,anger
ရင်ထဲမှာ ဘာအပူမှမရှိတဲ့ ခံစားချက်,neutral
စာအုပ်တစ်အုပ်နဲ့တင် စိတ်အပန်းပြေတယ်,neutral
ပြေးကြစို့,fear
ရင်ထဲက ပီတိတွေ လှိုက်တက်လာတာ,joy
စိတ်ချမ်းသာစရာ,neutral
စိတ်ကူးယဉ်ခဲ့တဲ့ ခရီးစဉ်လေးကို တကယ့်လက်တွေ့ သွားရတော့မယ့် အချိန်,joy
စိတ်အပန်းပြေသွားတယ်,joy
အခုချက်ချင်း ရပ်လိုက်,anger
ဒီအတိုင်း ပျောက်ကွယ်သွားချင်တယ်,love
စိတ်ကျေနပ်မှု အပြည့်ပဲ,joy
လူကြီးတွေ ဆူမှာကို ကြောက်နေရတာ,fear
အံ့ဩလွန်းလို့ သွေးတောင် တက်ချင်ချင်ပဲ,suprise
ဘာလဲဗျာ,anger
ဝိုး... ဒီ Surprise ကတော့ လုံးဝကို ထိမိတယ်,suprise
လူသားတစ်ယောက်အနေနဲ့ ဒီကမ္ဘာပေါ်မှာ အသုံးဝင်ပြီး အကျိုးရှိရှိ ရှင်သန်နေရတယ်လို့ ခံစားရတဲ့ အချိန်,joy
ရိုးရိုးလေးပဲ ကောင်းပါတယ်,neutral
ကြည်နူးစရာလေး,joy
အတိတ်ရဲ့ အရိပ်တွေက ခြောက်လှန့်နေတုန်းပဲ,sadness
ဆေးရုံသွားရမှာကို ကြောက်တယ်,fear
စိတ်ဆိုးတာ မဟုတ်ဘူး၊ ဒေါသထွက်တာ,anger
ဟား... ဒါမျိုးကျတော့လည်း ရင်ခုန်စရာကြီးဗျာ,suprise
မိုးရွာနေတုန်း အိမ်မှာ စောင်လေးခြုံပြီး စာအုပ်ဖတ်ရတဲ့ အရသာ,joy
အလုပ်မရှုပ်နဲ့,anger
ဖယ်စမ်းပါ,anger
ဝမ်းနည်းရလွန်းလို့ ရင်ဘတ်ကြီးက လေးလံနေတယ်,love
ဝါး... ဒါကတော့ ကမ္ဘာပေါ်မှာ အမိုက်ဆုံး Surprise ပဲ,suprise
အားလုံး ဆုံးရှုံးမှာကို ကြောက်တယ်,fear
ဒီနေ့လည်း စိတ်ညစ်စရာတွေနဲ့ပဲ ပြီးသွားပြန်ပြီ,love
လေသံကိုက စိတ်တိုစရာ,anger
လာမစမ်းနဲ့,anger
နှလုံးသားက အေးစက်သွားပြီ,sadness
စိတ်တိုင်းကျပဲ,joy
အကြံအဖန်မရှိ ရှင်းလင်းတယ်,neutral
လုံးဝကို အံဩပြီး ကျောက်ရုပ်လို ဖြစ်သွားတယ်,suprise
ဘာမှ ပြိုင်ဆိုင်မနေရတာ လွတ်လပ်တယ်,neutral
မီးဖွင့်ပေးပါဦး,fear
ကြည်နူးစရာ နေ့ရက်,joy
မနက်ခင်း ကော်ဖီပူပူလေး သောက်ရင်း စိတ်ကူးတွေ လန်းဆန်းလာတဲ့ အချိန်,joy
အဆင်ပြေပြေပါပဲ,neutral
လာမပတ်သက်နဲ့တော့,anger
စိတ်ကျေနပ်စရာပဲ,neutral
ကိုယ်ပေးလိုက်တဲ့ လက်ဆောင်ကို သူငယ်ချင်းက သဘောကျလို့ ကြည်နူးရတာ,joy
လုံးဝ ထင်မှတ်မထားတဲ့ ရလဒ်ပဲဗျာ,suprise
စိတ်ထဲ အေးချမ်းလို့ ကောင်းလိုက်တာ,neutral
မီးပျက်ရင် တုန်လှုပ်မိတယ်,fear
ရင်ထဲအေး,joy
အနာဂတ်ကို တွေးပြီး ကြောက်တယ်,fear
မင်းက ဘာမို့လို့လဲ,anger
ချီးကျူးခံရလို့ ပျော်တယ်,joy
လမ်းပျောက်မှာကို ကြောက်တယ်,fear
ဝမ်းမြောက်မိတယ်,joy
ခြောက်ခြားစရာ,fear
ရင်ထဲမှာ ဟာလာဟင်းလင်းပဲ,love
စိတ်ထဲမှာ ရှင်းလင်းပြီး လန်းဆန်းလို့,neutral
နှုတ်ဆက်ခဲ့ပါတယ်,love
လူပိုကြီး ဖြစ်နေသလိုပဲ,sadness
ဘာကြောင့် ဒီလောက်ထိ ခံစားရလဲ မသိတော့ဘူး,love
ပြေးမှ ဖြစ်မယ်,fear
ပြောလို့ကိုမရဘူး,anger
ထင်မှတ်မထားတဲ့ အပျော်,joy
စိတ်ထဲမှာ ကြည်လင်ရွှင်လန်းနေတဲ့ နေ့တစ်နေ့,neutral
လက်တွေ တုန်နေလို့,fear
အဝတ်သစ်ဝတ်ရလို့ ပျော်တယ်,joy
ဟန်ချက်ညီတယ်,neutral
စိတ်ပျက်စရာတွေချည်းပဲ,love
အဆင်မပြေမှာကို တွေးပြီး ကြောက်နေမိတာ,fear
ဘာမှ တွေးမပူဘဲ အေးဆေး နေလိုက်မယ်,neutral
စိတ်ပင်ပန်းသမျှ အားလုံးကို သားသမီးလေးတွေရဲ့ ချစ်စရာအပြုံးတွေက ချက်ချင်း ယူပစ်သလို ပျောက်ကွယ်စေတယ်,joy
စိုးရိမ်စိတ်တွေ ပျောက်ပြီ,neutral
ရင်ထဲမှာ ဟာလာဟင်းလင်း ဖြစ်သွားတယ်,sadness
သီချင်းလေးနဲ့ တိမ်တွေကို ငေးနေတာ,neutral
ကောင်းလိုက်တာ,joy
လူအုပ်ကြီးကို ကြောက်တယ်,fear
စိတ်ရွှင်လန်း,joy
ရင်ဘတ်ထဲ မကောင်းဘူး,fear
မိုးဖွဲဖွဲလေး ရွာနေတဲ့ အချိန်မှာ ပြတင်းပေါက်နား ထိုင်ပြီး စာဖတ်ရတဲ့ အရသာက ဘာနဲ့မှ မလဲနိုင်တဲ့ သဘာဝအလှတရားပဲ,neutral
ဒီအတိုင်းလေးပဲ အဆင်ပြေပါတယ်,neutral
ရောဂါဖြစ်မှာကို တွေးပြီး အမြဲ ကြောက်နေရတယ်,fear
တစ်နေ့တာလုံး အေးဆေးပါပဲ,neutral
စိတ်ရွှင်မြူး,joy
အိပ်မက်ဆန်းလေး,joy
အပင်လေးတွေ ကြီးလာတာ ကြည့်ပြီး ပျော်တယ်,neutral
အရာရာက ကမောက်ကမတွေချည်းပဲ,anger
အိပ်ရာဝင်ရလို့ ပျော်တယ်,joy
အောင်မြင်မှု အရသာ,joy
ဘဝရဲ့ သာယာမှုတွေကို အပြည့်အဝ ခံစားနေရတဲ့နေ့,joy
ကန်ထုတ်ချင်စိတ် ပေါက်တယ်,anger
စိတ်ပျက်လွန်းလို့ သေတော့မယ်,anger
ဘာမှန်းမသိတဲ့အရာကို ကြောက်နေရတာ ပိုဆိုးတယ်,fear
မင်းမျက်နှာကို လုံးဝ မမြင်ချင်ဘူး,anger
ဟား... အံ့ဩစရာတွေချည်းပါပဲလား,suprise
အမလေး... အိမ်မက်မက်နေတာလားပဲ,suprise
ကူညီရလို့ ပျော်တယ်,joy
ဟာကွာ... မိုက်လိုက်တာ၊ လုံးဝမမျှော်လင့်ထားဘူး,suprise
မျှော်လင့်ခြင်းရဲ့ အဆုံးသတ်,sadness
ဝင်မရှုပ်နဲ့,anger
ဒီနေ့တော့ စိတ်ညစ်စရာတွေ မရှိဘူး,neutral
မျှော်လင့်မထားတဲ့ သတင်းကောင်းကြောင့် ရင်ခုန်သွားရတယ်,suprise
အားလုံးက ပုံပြင်တွေလိုပါပဲ၊ အဆုံးသတ်က မလှခဲ့ဘူး,love
စိတ်ဓာတ်တွေ ပြိုလဲသွားတဲ့အခါ,sadness
ရင်ထဲမှာ ဗြုန်းခနဲ ဆတ်ခနဲ ဖြစ်သွားတာပဲ,suprise
ခံစားချက်မရှိတဲ့ အရုပ်တစ်ခုလိုပဲ,sadness
မကြားချင်ဘူး,anger
အဆင့်မရှိတာ,anger
မတရားတာကို လက်မခံဘူး,anger
အရာရာကို လက်လွှတ်လိုက်ချင်ပြီ,sadness
ကော်ဖီသောက်ရလို့ ပျော်တယ်,joy
အကန့်အသတ်ရှိတယ်နော်,anger
ရင်ထဲမှာ အေးမြပြီး ကြည်လင်တယ်,neutral
ရှယ်အဆင်ပြေ,joy
မုန်းဖို့ကောင်းလိုက်တာ,anger
အရာရာကို သဘာဝအတိုင်းပဲ လက်ခံလိုက်တာ စိတ်အေးရတယ်,neutral
မမေ့နိုင်တဲ့ အတိတ်ဆိုး,sadness
ရင်ဘတ်တစ်ခုလုံး အောင့်တက်လာတယ်,love
စိတ်ညစ်စရာတွေ အားလုံးကို နောက်မှာ ထားခဲ့ပြီး ဘဝသစ်တစ်ခုကို ပျော်ပျော်ရွှင်ရွှင် စတင်နိုင်ခဲ့တဲ့ နေ့တစ်နေ့,joy
စိတ်ချမ်းမြေ့စရာ,neutral
အားလုံး အဆင်ပြေ,joy
အံ့ဩလွန်းလို့ နှလုံးခုန်သံတွေတောင် မြန်လာတယ်,suprise
ဘုရားရေ... ဒါ တကယ့်အရှိတရားလား,suprise
ရိုးရှင်းတဲ့အရာလေးတွေက စိတ်ချမ်းသာစေတယ်,neutral
တော်တော်ဆိုးတာပဲ,anger
နေလို့ကောင်းလိုက်တာ,neutral
အလိုကျပဲ,joy
စိတ်ပျက်လွန်းလို့ စကားတောင် မဟချင်တော့တာ,love
လုံးဝကို စိတ်လှုပ်ရှားပြီး ပျော်သွားတာပဲ,suprise
မင်းနဲ့ပြောရတာ အချိန်ပုပ်တယ်,anger
မင်း ကြောင့် ပျက်စီးကုန်ပြီ,anger
နားလည်မှု လွဲမှားခြင်းရဲ့ အကျိုးဆက်,sadness
ပူစရာမလိုတော့ဘူး,neutral
လူကို လာမနှိမ်နဲ့,anger
ငါ့ကမ္ဘာလေးတစ်ခုလုံး ပြာကျသွားသလိုပဲ,sadness
ခေါင်းကို မီးတောက်မတတ်ပဲ,anger
တရားမှတ်ရင်း စိတ်ကို ငြိမ်အောင် ထားလိုက်တယ်,neutral
အောင်မြင်မှုရဲ့ အရသာ,joy
