req_id,comment_id,text,prediction,confidence,status,label
1,UgyIEqZq7ngdyI1Hy1x4AaABAg,အကြိုက်ဆုံးပဲ ဒီသီချင်းလေးနဲ့လိုက်အောင်ပုံတစ်ပုံဆွဲဦးမယ် ပြီးမှeditပြီးမိုင်ဒေးတင်မယ်,Surprise,0.7889279723167419,PENDING,
1,Ugy6Ji0N40OWavBEYU14AaABAg,guiter cord လေးလိုခြင်,Joy,0.7970768213272095,PENDING,
1,UgxUPJKqCxxUjzsBnkF4AaABAg,အခုတလောဒါမျိုးတွေပဲနားထောင်တတ်လာတယ်😊,Neutral,0.8044246435165405,PENDING,
1,UgzmVQXb9TOp6vFQnmJ4AaABAg,"ငါးဆယ်ပေးပါ သီချင်းတောင် သတိရသွားတယ်
တော်တာပဲ ကိုယ့်လူတို့
ကောင်းတယ် ဆက်လုပ်
လုပ်လို့ရနိုင်သလောက်လုပ်
နားထောင်ချင်သလောက်နားထောင်မယ်
❤❤",Surprise,0.8052487373352051,PENDING,
1,Ugyswf2eeHm2uJvbXUV4AaABAg,လိုင်းကားစီးရင်နားထောင်နေပါတယ်ဗျာ💗💗,Joy,0.8092552423477173,PENDING,
1,UgyUJwPQn_7K-p8qRIJ4AaABAg,ဆရာကျားနဲ့ အရိုးပေါင်းထားတဲ့ ဘဲကြီး ကြွေသဗျာ,Neutral,0.8172860741615295,PENDING,
1,UgzvAAjzj3Vzuxi9_PB4AaABAg,စာသားပဲနားထောင်တဲ့ကောင်တွေမကြိုက်တဲ့ သီချင်းမျိုး,Joy,0.8176208138465881,PENDING,
1,UgzUjHSFHabVaWhJCFB4AaABAg,ရေရေလည်လည် မိုက်တယ်,Neutral,0.8235018253326416,PENDING,
1,UgwOBuODycoHUuvRB4l4AaABAg,ရေရေလည်လည် မိုက်တယ်ကွာ ဒီသီချင်းလေး 💙💚💜,Joy,0.8288673758506775,PENDING,
1,UgzQ9eidLyO_HWOiCAh4AaABAg,ကိုရဲငွေစိုး ဆိုတယ်ထင်တယ်❤❤,Neutral,0.8302093744277954,PENDING,
1,Ugwp8SnEf7qYifDDI394AaABAg,chordရှိရင်ပေးကြပါ,Anger,0.8322280049324036,PENDING,
1,UgzlXabdjMfz2EXFqWJ4AaABAg,လိုင်းကားစီးမှတော့ ဘယ်လိုမင်းအကြောင်းမတွေးပဲနေမတုန်း မောင်မင်း,Neutral,0.8341745734214783,PENDING,
1,UgwM_A0Ts4Jxa03tfjl4AaABAg,မင်းအကြောင်းမတွေးဘဲ မနက်ဖြန်မှာ ငါရှင်သန်တော့မယ်,Neutral,0.8493260145187378,PENDING,
1,UgyoInu-MWg-3Egfhu14AaABAg,😂 ငယ်ဘဝပြန်ရောက်သွားသလိုပဲ သီချင်းလေးက 👍 good,Neutral,0.853218138217926,PENDING,
1,Ugz8CAwo1HDbmjecO194AaABAg,ရုံးရှေ့ရောက်ဘူးလား,Anger,0.8608365058898926,PENDING,
1,Ugw_8aZQOukRsFi9jYx4AaABAg,Post punk vibe ကိုရတယ်,Joy,0.8696986436843872,PENDING,
1,UgxDLP39XK4YuZx9wex4AaABAg,အခုမှ စနားထောင်ပြီးကြိုက်ရင်ကော မိသေးလားဗျ,Neutral,0.8713117837905884,PENDING,
1,UgxwQ1HJuralU3Jexkp4AaABAg,တကယ်တော်တဲ့သူတွေက မြုပ် လုတ်ရှုချီးထုတ်တွေက နာမည်ကြီး ခုမှ သူငယ်ချင်းရှဲထားလို့ သိရတာ,Neutral,0.8727254271507263,PENDING,
1,UgxLrhRf9QLHSQSd0TZ4AaABAg,ဗဒင် vibes ပြန်ရတယ်ဗျာ,Joy,0.8810547590255737,PENDING,
1,UgwTa_pwFqz-W0A-PcZ4AaABAg,ခိုက်,Fear,0.8868297934532166,PENDING,
1,UgyB9D9hFxBLumTOTpR4AaABAg,အခုပြန်နားထောင်လည်း လတ်ဆတ်နေတုန်းပဲ,Joy,0.8927333950996399,PENDING,
1,UgyePtRVsmgUDgA1uzB4AaABAg,Big bag နဲ့ ဗဒင် ပေါင်းထားတဲ့ Vibe မျိုးဗျာ တကယ်ကြိုက်တယ်,Joy,0.9012839794158936,PENDING,
1,Ugy3TSFKuH9zAFiN-Lt4AaABAg,အရမ်းကြိုက်လို့နားထောင်နေတာ မရှိရင်တောင် အခါ၄၀ကျော်နေပြီ,Neutral,0.9014421701431274,PENDING,
1,UgwY_jIJxUhFO0T08jx4AaABAg,ကြိုက်တယ်ဟ🤎,Anger,0.9146444797515869,PENDING,
1,UgwHizKihL7olMJY60d4AaABAg,မိုက်တယ်,Fear,0.9148768186569214,PENDING,
1,UgwxjPeRhJK04GfXO8F4AaABAg,ဗဒင် vibes ရတယ်ဟ။,Fear,0.9428374767303467,PENDING,
1,UgzRSKCUEcjWQi8YMgN4AaABAg,အရမ်းကြိုက်🤘,Joy,0.9564691185951233,PENDING,
1,Ugx26NZX0Uq1lE7PSlV4AaABAg,အရမ်းမိုက်တယ်❤❤,Joy,0.9568015336990356,PENDING,
1,UgxgFB-M0Qx4wnpD9ZB4AaABAg,တကယ် မိုက်တယ်ဗျာ❤,Joy,0.9587683081626892,PENDING,
1,Ugx2vwWzD-w_t-gqaB14AaABAg,စံပြစျေးမှာ စောင့်နေမယ်ဟေ့,Fear,0.9651315808296204,PENDING,
1,UgwnwG294T7bYr6QUrZ4AaABAg,အဆို​တော်ဘသူလေးလဲ,Anger,0.9663967490196228,PENDING,
1,UgzJ48JfOlZWjdJqzcJ4AaABAg,ရှေ့က စပယ်ယာ အသံက ကိုတုံတုံနဲ့ တူတယ်...,Surprise,0.9727988839149475,PENDING,
1,UgwvQfAkghel_9CW3uN4AaABAg,မင်းအကြောင်းမတွေးပဲ မနက်ဖြန်မှာငါရှင်သန်တော့မယ်...,Surprise,0.9745331406593323,PENDING,
1,UgxnlcxN13cqes_Zfkl4AaABAg,မင်းအကြောင်းမတွေးပဲမနက်ဖြန်မှာငါရှင်သန်တော့မယ်။,Surprise,0.9783332347869873,PENDING,
1,UgyQJN2cV-yQL_EkK_N4AaABAg,ငကျားကစောက်ပေါကွာ,Fear,0.9806047677993774,PENDING,
1,UgyiA3_FrByznLW0o-p4AaABAg,ေစာက္ရမ္းမိုက္တယ္ဗ်ာ,Anger,0.9820132851600647,PENDING,
